X,Y,SMEDBOEscolas_municipaisOBJECTID,SMEDBOEscolas_municipaiscod_SMA,SMEDBOEscolas_municipaisDESIGNACAO,SMEDBOEscolas_municipaisChave,SMEDBOEscolas_municipaiscod_INEP,SMEDBOEscolas_municipaisNome_Escola,SMEDBOEscolas_municipaisendereco,SMEDBOEscolas_municipaiscod_Bairro,SMEDBOEscolas_municipaisBairro,SMEDBOEscolas_municipaisCRE,SMEDBOEscolas_municipaiscod_atividade,SMEDBOEscolas_municipaistelefones,SMEDBOEscolas_municipaisflg_valida,SMEDBOEscolas_municipaisOBS,SMEDBOEscolas_municipaislink_cartela,SMEDBOEscolas_municipaisano_criacao,SMEDBOEscolas_municipaisflg_ativa,SMEDBOEscolas_municipaisData_Inc,SMEDBOEscolas_municipaisData_Atv_Conv,SMEDBOEscolas_municipaisData_Desatv_Conv,SMEDBOEscolas_municipaisData_Atv,SMEDBOEscolas_municipaisData_Desatv,SMEDBOEscolas_municipaisTP_status_RioUrbe,SMEDBOEscolas_municipaisCod_RioUrbe,SMEDBOEscolas_municipaiscod_conveniada,SMEDBOEscolas_municipaisGlobalID,SMEDBOEscolas_municipaisFlag_Escola_Amanha,SMEDBOEscolas_municipaisFlg_UPP,SMEDBOEscolas_municipaisFlg_Gestao,SMEDBOEscolas_municipaisLink_Foto,SMEDBOEscolas_municipaisFlg_saude_escola,SMEDBOEscolas_municipaisData_Inauguracao,SMEDBOEscolas_municipaisDesignacao_num,SMEDBOEscolas_municipaisNome_abrev,SMEDBOEscolas_municipaisCod_microarea,SMEDBODados_Unidades_escolaresOBJECTID,SMEDBODados_Unidades_escolaresCRE,SMEDBODados_Unidades_escolaresDESIGNACAO,SMEDBODados_Unidades_escolaresNome_Escola,SMEDBODados_Unidades_escolaresGlobalID,SMEDBODados_Unidades_escolaresTurmasCreche,SMEDBODados_Unidades_escolaresTurmasPreEscola,SMEDBODados_Unidades_escolaresTurmasCA,SMEDBODados_Unidades_escolaresTurmasPrimario,SMEDBODados_Unidades_escolaresTurmasGinasio,SMEDBODados_Unidades_escolaresTurmasCe,SMEDBODados_Unidades_escolaresTurmasProjetos,SMEDBODados_Unidades_escolaresTurmasPeja,SMEDBODados_Unidades_escolaresSalasAula,SMEDBODados_Unidades_escolaresTurmasEI,SMEDBODados_Unidades_escolaresDesigna
-43.540572147577137,-22.908790297674251,989,011722,0918503,11722,33081840,CIEP Lamartine Babo,"Rua Campo Maior, S/Nº Centro  ",144,Campo Grande,09,3,3394-6154,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11722&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{8927EB8B-3E18-4618-A511-28142EA1467C},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918503.jpg,0,,918503,CIEP Lamartine Babo,9.18,1011,09,0918503,Ciep Lamartine Babo,{C7B71AE8-9B9F-4803-AF02-FA0E9F288BC4},4,4,7,4,0,2,0,0,42,8,0918503
-43.566648781619747,-22.925292957682576,990,011725,0918203,11725,33081794,CIEP Clementina de Jesus,"Av. Alhambra, S/Nº - Monteiro",144,Campo Grande,09,3,2411-0530,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11725&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{A4853FA0-F16A-4D93-8DB5-3F4A65D82C59},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918203.jpg,0,,918203,CIEP Clementina de Jesus,9.19,1007,09,0918203,Ciep Clementina de Jesus,{DF1C7647-C2B7-4D4F-B910-E5875C78E7F6},4,10,15,5,0,5,0,2,22,14,0918203
-43.511290001737429,-22.870427587328248,991,<Null>,0918837,<Null>,<Null>,Espaço de Desenvolvimento Infantil Medalhista Olímpico Wallace Leandro de Souza,"Rua José Otávio Correa Lima, s/n",143,Santíssimo,09,4,<Null>,S,"substitui a EM Samuel Wainer, que se mudou para a Rua Santa Rosa, 36",<Null>,,1,,,,,,0,,,{C2866729-3BC3-4AA2-8361-04218CE68495},,0,0,<Null>,0,2016-09-27T00:00:00.000Z,918837,EDI Medalhista Olímpico Wallace Leandro de Souza,9.2,,,,,,,,,,,,,,,,
-43.556343862743041,-22.927414161664956,992,011728,0918505,11728,33081778,CIEP Anita Malfatti,"Rua Iaraquã, S/Nº - Cachamorra",144,Campo Grande,09,3,3394-7227,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11728&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{EE55BF94-CF1E-4281-B934-2018F2A2E0EF},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918505.jpg,0,,918505,CIEP Anita Malfatti,9.20,1013,09,0918505,Ciep Anita Malfatti,{FD6033B4-5D5A-40FA-B0B9-5A8834DD807B},0,8,13,6,0,4,0,24,32,8,0918505
-43.551247923457915,-22.884392779274467,993,011128,0918045,11128,33083487,Escola Municipal Visconde do Rio Branco,"Estr. da Posse, 800 - Posse  ",144,Campo Grande,09,1,2413-5185,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11128&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{624196ED-4EDB-4163-80CE-8C8CBB108066},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918045.jpg,0,,918045,EM Visconde do Rio Branco,9.2,955,09,0918045,Escola Municipal Visconde do Rio Branco,{5EEB946D-FCEA-4F58-8654-E4D00804A65D},0,0,0,5,13,0,0,0,11,0,0918045
-43.605809796130771,-22.841380774959205,994,011155,0918072,11155,33082723,Classe em Cooperação Guandu,"Estr. Madureira, S/Nº Km 32  ",144,Campo Grande,09,1,2686-1364,S,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11155&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{C5AB8D46-A7EE-46FA-B49E-1B792A570532},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918072.jpg,0,,918072,Clas. em Coop. Guandu,,982,09,0918072,Classe em Cooperação Guandu,{F1F797D6-FB7E-442C-A159-8AB99D07FF1A},0,0,8,6,0,0,0,0,7,0,0918072
-43.531500280871612,-22.855098204081109,995,018801,0918086,18801,33142920,Escola Municipal Professor Fábio César Pacífico,"Rua Pavão, S/Nº - Mendanha  ",144,Campo Grande,09,1,3364-0871,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18801&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{9CE98115-53B3-415A-8CF7-CA1D41077232},1,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918086.jpg,0,,918086,EM Prof° Fábio César Pacífico,9.1,996,09,0918086,Escola Municipal Professor Fábio César Pacífico,{B06BC291-876F-4A54-9E2F-1A4385C801F6},0,4,12,7,0,1,0,7,11,4,0918086
-43.547412599691263,-22.919505594344812,996,019398,0918087,19398,33149305,Escola Municipal Professora Sonia Maria Maltez Fernandez,"Rua da Consolação, 138  ",144,Campo Grande,09,1, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=19398&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{CA697A41-464A-466F-B799-61179BC0A58C},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918087.jpg,0,,918087,EM Profª Sonia Mª Maltez Fernandez,9.17,997,09,0918087,Escola Municipal Professora Sonia Maria Maltez Fernandez,{2C1B8511-F757-4411-A7A8-51F467418A20},0,8,13,6,0,1,0,0,14,8,0918087
-43.607661575706459,-22.906488939660754,997,038333,0918088,38333,33154520,Escola Municipal Apolônio de Carvalho,"Rua Projetada, 9 - Vila do Céu",147,Cosmos,09,1, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=38333&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{89BB7FCF-3216-40C8-B456-2FFE1D3BBE44},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918088.jpg,1,,918088,EM Apolônio de Carvalho,9.13,998,09,0918088,Escola Municipal Apolônio de Carvalho,{6EC795B8-411A-4EC7-90D0-DA4302C70A41},0,6,16,9,0,2,0,0,13,6,0918088
-43.534142953350276,-22.899666154979489,998,039751,0918619,39751,33158142,Creche Municipal Raul Cortez,"Estrada da Moriçaba, s/n",145,Senador Vasconcelos,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39751&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{A148E3BC-BBF9-4F32-9025-8668990C05CD},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918619.jpg,1,,918619,CM Raul Cortez,9.15,1037,09,0918619,Creche Municipal Raul Cortez,{60754B15-9E8B-47F3-90D1-B1356F714CB1},8,0,0,0,0,0,0,0,2,8,0918619
-43.59020312534534,-22.911153604634389,999,039753,0918617,39753,33147396,Creche Municipal Criando o Futuro,"Av. Cesário de Melo, 6006",146,Inhoaíba,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39753&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{176D19EE-F444-4854-8275-930FEBF9B878},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918617.jpg,1,,918617,CM Criando o Futuro,9.14,1035,09,0918617,Creche Municipal Criando o Futuro,{126CC207-685D-47F4-9B2D-5984C20F2330},6,0,0,0,0,0,0,0,2,6,0918617
-43.555444129896436,-22.919907462823943,1000,039750,0918620,39750,33158150,Creche Municipal Emilio Ibrahim Lázaro Jubram Dib,"Rua Beira Rio, s/n",144,Campo Grande,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39750&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{16C7DADF-80F3-43D1-881F-E66B944B5BBA},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918620.jpg,0,,918620,CM Emilio Ibrahim Lázaro Jubram Dib,9.19,1038,09,0918620,Creche Municipal Emilio Ibrahim Lázaro Jubram Dib,{01BFD417-C127-4DF7-A9E6-ED6B9542AFF0},8,0,0,0,0,0,0,0,2,8,0918620
-43.606667314472865,-22.914253240997279,1001,039752,0918618,39752,33147213,Creche Municipal Esperança da Vila São Jorge,Rua Icurana - Vila São Jorge s/nº ,147,Cosmos,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39752&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{727BCC6B-B741-4914-BC1B-FABB051C61DA},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918618.jpg,1,,918618,CM Esperança da Vila São Jorge,9.14,1036,09,0918618,Creche Municipal Esperança da Vila São Jorge,{5F35946E-0DB5-4FF7-9106-B3C3C5475B7D},6,0,0,0,0,0,0,0,2,6,0918618
-43.580489778403248,-22.877051575901103,1002,039742,0918616,39742,33158134,Creche Municipal Padre Valter da Costa Santos,Luis Carlos Precher - Conjunto Santa Maria s/nº ,144,Campo Grande,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39742&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{E56CBA31-5AA7-4E0C-AACE-C807F416CC4D},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918616.jpg,0,,918616,CM Pe. Valter da Costa Santos,9.5,1034,09,0918616,Creche Municipal Padre Valter da Costa Santos,{4799A87C-8ADD-4F76-AF62-4362F895456B},8,0,0,0,0,0,0,0,2,8,0918616
-43.528905866936107,-22.854591560247567,1003,018766,0918607,18766,33122601,Creche Municipal Sonho Feliz,ESTRADA GUANDU DO SENA77777,144,Campo Grande,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18766&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{126D7703-8A2B-4C05-811F-2A90FACE635A},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918607.jpg,0,,918607,CM Sonho Feliz,9.1,1026,09,0918607,Creche Municipal Sonho Feliz,{FAC2FB97-0CB8-4214-89D3-4941DE35C040},6,0,0,0,0,0,0,0,2,6,0918607
-43.590627291858652,-22.903146964758474,1004,017896,0918601,17896,33095922,Creche Municipal Alegria de Nova Cidade,ESTRADA DO GOIABAL75,146,Inhoaíba,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=17896&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{AA044768-F616-4885-BDCA-64EC89407193},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918601.jpg,1,,918601,CM Alegria de Nova Cidade,9.10,1020,09,0918601,Creche Municipal Alegria de Nova Cidade,{8D888BA0-6CAA-4B89-8E33-CB5D6FE27034},6,0,0,0,0,0,0,0,2,6,0918601
-43.621345924253617,-22.918605317418439,1005,017904,0918603,17904,33137005,Creche Municipal Sempre Vida Elza Rabelo de Andrade,RUA VITORIA DO MEARIMS/N,147,Cosmos,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=17904&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{21FD0E05-AE27-460F-9B03-C69B105308B6},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918603.jpg,1,,918603,CM Sempre Vida Elza Rabelo de Andrade,9.23,1022,09,0918603,Creche Municipal Sempre Vida Elza Rabelo de Andrade,{2866F477-BD7F-4E82-8FF4-F298BB821F60},4,0,0,0,0,0,0,0,2,4,0918603
-43.585320010667019,-22.91458418452023,1006,018630,0918604,18630,33122520,Creche Municipal Vera Pacheco Jordão,RUA PEDRO AUTRAN171,146,Inhoaíba,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18630&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{7A55A034-4766-4BA5-BFD5-023956F42B35},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918604.jpg,1,,918604,CM Vera Pacheco Jordão,9.21,1023,09,0918604,Creche Municipal Vera Pacheco Jordão,{0032FECD-8EBC-4D3E-8F3E-249BB38516E2},6,0,0,0,0,0,0,0,6,6,0918604
-43.587224869600433,-22.888013484840474,1007,018636,0918609,18636,33096058,Creche Municipal Adélia Vieira,RUA CAPELINHAS/N,144,Campo Grande,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18636&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{E93219C3-E4FC-4926-838A-5713D215B74D},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918609.jpg,0,,918609,CM Adélia Vieira,9.9,1028,09,0918609,Creche Municipal Adélia Vieira,{B6F6FF5B-EA5F-4D0F-AC93-CE7195378E12},3,0,0,0,0,0,0,0,3,3,0918609
-43.561631498762623,-22.891833676576312,1008,018663,0918606,18663,33095990,Creche Municipal Cecília Meireles,RUA DO RADIOS/N,144,Campo Grande,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18663&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{33F8187B-1CFA-4E9D-B361-9B2CE35824F7},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918606.jpg,0,,918606,CM Cecília Meireles,9.7,1025,09,0918606,Creche Municipal Cecília Meireles,{0375B1E9-80C7-41B9-81CD-4D180A3FAD4B},4,0,0,0,0,0,0,0,4,4,0918606
-43.604591751083426,-22.883529657364431,1009,018724,0918611,18724,33095973,Creche Municipal Mário Lombardi,RUA GONCALVES DO CEUS/N,144,Campo Grande,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18724&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{A368315A-88C5-4109-B784-C155EBEA7086},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918611.jpg,0,,918611,CM Mário Lombardi,9.6,1030,09,0918611,Creche Municipal Mário Lombardi,{77C4C723-2BF4-496F-B9D9-8AEC17BD31DD},5,0,0,0,0,0,0,0,4,5,0918611
-43.60398770920915,-22.907751160141757,1010,039098,0918615,39098,33096007,Creche Municipal Marcelo Cardoso Tomé,RUA JOAO BRAUNER420,146,Inhoaíba,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39098&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{90BAB5D2-7871-41FB-A151-4EAB9841BF05},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918615.jpg,1,,918615,CM Marcelo Cardoso Tomé,9.11,1033,09,0918615,Creche Municipal Marcelo Cardoso Tomé,{CCB6F52E-45EA-457E-AFD2-FA6F5C4A7945},6,0,0,0,0,0,0,0,4,6,0918615
-43.592564554584698,-22.896822175780631,1011,018631,0918605,18631,33144761,Creche Municipal Sempre Vida Professora Eugenia Maria Veloso Marchese,RUA GENTIL DO OUROS/N,146,Inhoaíba,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18631&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{87564542-1FE0-4CB8-8159-7AE207E4765D},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918605.jpg,1,,918605,CM Sempre Vida Prof. Eugenia Mª Veloso Marchese,9.9,1024,09,0918605,Creche Municipal Sempre Vida Professora Eugenia Maria Veloso Marchese,{6874ABF1-2C94-4750-B8C7-4062C0180832},4,0,0,0,0,0,0,0,4,4,0918605
-43.618239331814472,-22.903307333212883,1012,018688,0918610,18688,33082480,Creche Municipal Esperança do Amanhã,RUA 6218,147,Cosmos,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18688&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{5A4C1FE6-6AC8-45BB-B196-F2663908DA9C},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918610.jpg,1,,918610,CM Esperança do Amanhã,9.13,1029,09,0918610,Creche Municipal Esperança do Amanhã,{8F45855E-C87A-4C7A-908E-8C2738D87989},3,0,0,0,0,0,0,0,2,3,0918610
-43.523699645807177,-22.877834994599645,1013,019193,0918613,19193,33150354,Creche Municipal Professora Flora Santina Ferrari Braz,ESTRADA DO LAMEIRAOS/N,143,Santíssimo,09,2, ,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=19193&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{36154DDA-99BF-486E-904D-72642E7B6AF7},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918613.jpg,1,,918613,CM Profª Flora Santina Ferrari Braz,9.7,1031,09,0918613,Creche Municipal Professora Flora Santina Ferrari Braz,{761EB6B9-5C19-4DA9-9518-A22FED8ECC3B},5,0,0,0,0,0,0,0,2,5,0918613
-43.618906208139819,-22.912444603446541,1014,011727,0918205,11727,33081786,CIEP Claudio Manoel da Costa,"Av. Guarujá, S/Nº  ",147,Cosmos,09,3,3409-9836,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11727&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{F8FD40CE-6CD0-4A87-BC27-1717FAF4941A},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918205.jpg,1,,918205,CIEP Claudio Manoel da Costa,9.13,1008,09,0918205,Ciep Claudio Manoel da Costa,{2E605299-8F1E-4774-BC8A-C78B03F73071},0,8,15,12,0,2,0,2,24,8,0918205
-43.58397080095542,-22.911323007181387,1015,011733,0918506,11733,33081875,CIEP Raymundo Ottoni de Castro Maya,"Rua Moranga, S/Nº - Benjamin Dumont ",146,Inhoaíba,09,3,3394-2130,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11733&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{18BC2733-F3E6-4487-8F59-14E6661B88D0},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918506.jpg,1,,918506,CIEP Raymundo Ottoni de Castro Maya,9.21,1014,09,0918506,Ciep Raymundo Ottoni de Castro Maya,{C40C0264-85CA-4892-9954-C464612DEA80},0,5,9,5,0,2,0,15,22,5,0918506
-43.5873587288716,-22.887297398198374,1016,011738,0918507,11738,33081751,CIEP Professor Darcy Ribeiro,"Rua das Conchas, S/Nº - Vila Nova",144,Campo Grande,09,3,3394-3349,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11738&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{BF9C5D12-CFCC-4F2B-A4FE-21A94E267DEE},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918507.jpg,0,,918507,CIEP Prof° Darcy Ribeiro,9.9,1015,09,0918507,Ciep Professor Darcy Ribeiro,{D6929244-DA8E-49EA-9E68-0DB5AA1DCA3F},4,4,7,4,0,2,0,0,40,8,0918507
-43.556559891774874,-22.886760342292884,1017,011743,0918508,11743,33081808,CIEP Doutor Ernesto (Che) Guevara,"Praça Maina, S/Nº Centro  ",144,Campo Grande,09,3,3394-5174,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11743&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{C8331180-B9F7-49E3-B83C-147F547E22CC},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918508.jpg,0,,918508,CIEP Dr. Ernesto (Che) Guevara,9.7,1016,09,0918508,Ciep Dr. Ernesto (Che) Guevara,{4DF96379-F377-4715-8D61-75CE07105EA9},0,7,11,4,0,3,0,6,24,7,0918508
-43.580828947255462,-22.890595365026098,1018,011748,0918510,11748,33081760,CIEP Armindo Marcílio Doutel de Andrade,"Rua Flávio Fraga, S/Nº - Vila Nova",144,Campo Grande,09,3,3394-3527,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11748&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{A9111FD3-E899-4856-8E4F-33453D7EA31D},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918510.jpg,0,,918510,CIEP Armindo Marcílio Doutel de Andrade,9.9,1018,09,0918510,Ciep Armindo Marcílio Doutel de Andrade,{97CC2DBA-3EFB-4191-A832-522A9ECF17BD},0,3,6,5,4,4,0,11,20,3,0918510
-43.52880235612853,-22.886488674393078,1019,011753,0918511,11753,33081832,CIEP Herivelto Martins,"Praça Santo Anastácio, S/Nº  ",145,Senador Vasconcelos,09,3,3394-2224,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11753&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{E8D064AB-363B-4E91-AF80-F16E67FA6A03},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918511.jpg,1,,918511,CIEP Herivelto Martins,9.15,1019,09,0918511,Ciep Herivelto Martins,{9FF3CB7D-4F9F-4B40-8B64-1AE35B6B433A},0,4,8,6,4,3,0,0,19,4,0918511
-43.57050803400471,-22.895575145205004,1020,011744,0918509,11744,33081859,CIEP Nelson Mandela,"Praça Daniel Lames, S/Nº",144,Campo Grande,09,3,3394-7485,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11744&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{0BC93B2B-F4E7-4B5F-B7E4-E9EB613228B6},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918509.jpg,0,,918509,CIEP Nelson Mandela,9.8,1017,09,0918509,Ciep Nelson Mandela,{3FBBD783-0036-4E4C-93A6-4C2A2539AE68},3,5,6,5,0,2,0,0,36,8,0918509
-43.535188049111348,-22.898746340514347,1021,011726,0918504,11726,33081824,CIEP Francisco Cavalcante Pontes de Miranda,"Estr. Moriçaba, S/Nº  ",145,Senador Vasconcelos,09,3,3394-0622,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11726&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{3FC810E2-9103-4648-80E0-062B18886F1C},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918504.jpg,1,,918504,CIEP Francisco Cavalcante Pontes de Miranda,9.15,1012,09,0918504,Ciep Francisco Cavalcante Pontes de Miranda,{3656BCDA-32E2-4711-B7C2-D32ADA0530E0},0,3,6,6,6,1,0,0,19,3,0918504
-43.548726002298118,-22.930733545403982,1022,011718,0918502,11718,33083193,Escola Municipal Presidente Nereu Ramos,"Estr. dos Caboclos, 343 - Cachamorra",144,Campo Grande,09,1,3394-9837,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11718&cmd=load,,1,2012-02-06T14:38:25.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{E9C02010-C8E4-4A55-8DD5-3EA00391BEE0},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918502.jpg,0,,918502,EM Pres. Nereu Ramos,9.17,1010,09,0918502,Escola Municipal Presidente Nereu Ramos,{BEC4FF33-74E1-4EE4-992D-17366999F950},0,4,8,4,0,0,0,0,8,4,0918502
