X,Y,SMEDBOEscolas_municipaisOBJECTID,SMEDBOEscolas_municipaiscod_SMA,SMEDBOEscolas_municipaisDESIGNACAO,SMEDBOEscolas_municipaisChave,SMEDBOEscolas_municipaiscod_INEP,SMEDBOEscolas_municipaisNome_Escola,SMEDBOEscolas_municipaisendereco,SMEDBOEscolas_municipaiscod_Bairro,SMEDBOEscolas_municipaisBairro,SMEDBOEscolas_municipaisCRE,SMEDBOEscolas_municipaiscod_atividade,SMEDBOEscolas_municipaistelefones,SMEDBOEscolas_municipaisflg_valida,SMEDBOEscolas_municipaisOBS,SMEDBOEscolas_municipaislink_cartela,SMEDBOEscolas_municipaisano_criacao,SMEDBOEscolas_municipaisflg_ativa,SMEDBOEscolas_municipaisData_Inc,SMEDBOEscolas_municipaisData_Atv_Conv,SMEDBOEscolas_municipaisData_Desatv_Conv,SMEDBOEscolas_municipaisData_Atv,SMEDBOEscolas_municipaisData_Desatv,SMEDBOEscolas_municipaisTP_status_RioUrbe,SMEDBOEscolas_municipaisCod_RioUrbe,SMEDBOEscolas_municipaiscod_conveniada,SMEDBOEscolas_municipaisGlobalID,SMEDBOEscolas_municipaisFlag_Escola_Amanha,SMEDBOEscolas_municipaisFlg_UPP,SMEDBOEscolas_municipaisFlg_Gestao,SMEDBOEscolas_municipaisLink_Foto,SMEDBOEscolas_municipaisFlg_saude_escola,SMEDBOEscolas_municipaisData_Inauguracao,SMEDBOEscolas_municipaisDesignacao_num,SMEDBOEscolas_municipaisNome_abrev,SMEDBOEscolas_municipaisCod_microarea,SMEDBODados_Unidades_escolaresOBJECTID,SMEDBODados_Unidades_escolaresCRE,SMEDBODados_Unidades_escolaresDESIGNACAO,SMEDBODados_Unidades_escolaresNome_Escola,SMEDBODados_Unidades_escolaresGlobalID,SMEDBODados_Unidades_escolaresTurmasCreche,SMEDBODados_Unidades_escolaresTurmasPreEscola,SMEDBODados_Unidades_escolaresTurmasCA,SMEDBODados_Unidades_escolaresTurmasPrimario,SMEDBODados_Unidades_escolaresTurmasGinasio,SMEDBODados_Unidades_escolaresTurmasCe,SMEDBODados_Unidades_escolaresTurmasProjetos,SMEDBODados_Unidades_escolaresTurmasPeja,SMEDBODados_Unidades_escolaresSalasAula,SMEDBODados_Unidades_escolaresTurmasEI,SMEDBODados_Unidades_escolaresDesigna
-43.352398589648644,-22.819797093519853,398,011425,0625023,11425,33088306,Escola Municipal Thomas Jefferson,"Av. Pastor Martin Luther King , S/Nº  ",114,Pavuna,06,1,3837-2063,S,tel novo: 38372063,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11425&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{67628789-D693-449E-ABC2-F05973BCDE94},1,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0625023.jpg,0,,625023,EM Thomas Jefferson,6.2,353,06,0625023,Escola Municipal Thomas Jefferson,{F3D9F3DF-6F8C-480F-95D1-C310E3D013F0},0,1,5,2,0,1,0,0,8,1,0625023
-43.352624768766738,-22.817215476465577,399,011429,0625026,11429,33087040,Escola Municipal Eugenia Dutra Hamann,"Rua Belém da Cachoeira, 89  ",114,Pavuna,06,1,3835-9551,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11429&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{9BC014E8-0D30-4CD3-8928-0C7484E31E79},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0625026.jpg,0,,625026,EM Eugenia Dutra Hamann,6.1,356,06,0625026,Escola Municipal Eugenia Dutra Hamann,{890DE459-E48E-46FD-B28F-3F9DC5A6820D},0,0,6,4,0,0,0,0,5,0,0625026
-43.421797989602993,-22.914649904553983,400,011439,0716002,11439,33078092,Escola Municipal Luiz Camillo,"Estr. do Rio Pequeno, 56  ",115,Jacarepagua,07,1,2446-4114,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11439&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{A0C148D9-A7DB-4D26-B80B-B3F1032E188F},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0716002.jpg,1,,716002,EM Luiz Camillo,7.4,398,07,0716002,Escola Municipal Luiz Camillo,{A9BC55AA-CFA9-4A23-9C14-73BBE7D38DA3},0,6,7,4,0,0,0,0,10,6,0716002
-43.408197362751544,-22.920873085978997,401,011446,0716009,11446,33077819,Escola Municipal Denise Maria Torres,"Rua das Pastorinhas, S/Nº  ",115,Jacarepagua,07,1,2446-4020,S,Segundo a diretora as informações estão corretas,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11446&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{F782AAF0-8987-4C93-B122-66D8116142F3},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0716009.jpg,0,,716009,EM Denise Mª Torres,7.8,405,07,0716009,Escola Municipal Denise Maria Torres,{0FD52883-CB97-4319-A716-063A0C9D1EC1},0,4,7,5,0,2,0,0,9,4,0716009
-43.394500287434028,-22.933253361412305,402,011441,0716004,11441,33078041,Classe em Cooperação Juliano Moreira,"Estr. Rodrigues Caldas, 3.400  ",115,Jacarepagua,07,1,2446-5366,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11441&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{20C33893-AB08-431E-A9D5-4098496CFC0C},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0716004.jpg,0,,716004,Clas. em Coop. Juliano Moreira,7.8,400,07,0716004,Classe em Cooperação Juliano Moreira,{FACBCBCB-BB80-43BD-A527-B53BD1066B54},0,4,12,6,0,4,0,0,13,4,0716004
-43.360532727812839,-22.944302376439815,403,011930,0734006,11930,33077908,Escola Municipal Frederico Eyer,"Rua Edgard Cavalheiro, 264  ",118,Cidade de Deus,07,1,3342-2068,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11930&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{B73EF042-45C9-4B48-BF53-DA91504C7704},0,2,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0734006.jpg,0,,734006,EM Frederico Eyer,7.14,721,07,0734006,Escola Municipal Frederico Eyer,{811109AA-8758-4ADC-91A9-590F3BA3523A},0,4,8,4,0,0,0,0,11,4,0734006
-43.341481580166977,-22.955593494819659,404,011450,0716013,11450,33078181,Escola Municipal Naturalista Augusto Ruschi,"Rua Soldado Luiz Gonzaga, S/Nº  ",116,Anil,07,1,2447-8360,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11450&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{8058D0AB-7E17-479C-A29D-54360630D436},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0716013.jpg,0,,716013,EM Naturalista Augusto Ruschi,7.18,409,07,0716013,Escola Municipal Naturalista Augusto Ruschi,{CF403418-D0D0-420C-B0AE-3E5BED842B75},0,0,8,8,0,0,0,0,6,0,0716013
-43.333180840229936,-22.952007772636115,405,011447,0716010,11447,33078157,Escola Municipal Maria Florinda Paiva da Cruz,"Rua Oscar Lopes, S/Nº  ",116,Anil,07,1,2447-6088,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11447&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{4F3E2F6B-3ECF-47F3-9757-02295E2D7522},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0716010.jpg,0,,716010,EM Mª Florinda Paiva da Cruz,7.18,406,07,0716010,Escola Municipal Maria Florinda Paiva da Cruz,{748C6949-A91D-41FC-9959-6199DD2FF149},0,4,16,6,0,0,0,0,12,4,0716010
-43.665042378061671,-22.93471725877847,406,011168,1019002,11168,33084718,Escola Municipal General Gomes Carneiro,"Av. Cesário de Melo, 14.065 - Cesarão  ",149,Santa Cruz,10,1,3395-1395,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11168&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{6018CFE7-5807-402C-BC97-16F2610506AF},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019002.jpg,1,,1019002,EM Gal. Gomes Carneiro,10.15,1050,10,1019002,Escola Municipal General Gomes Carneiro,{1E17E8B7-4E10-43A9-BFDC-515AE267B735},0,8,16,6,0,0,0,0,16,8,1019002
-43.645476800916825,-22.948962918325964,407,011169,1019003,11169,33084564,Escola Municipal Professor Arthur Thire,"Rua Itatinga, S/Nº - Venda Varanda",149,Santa Cruz,10,1,3395-5683,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11169&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{EE5AD716-668A-472A-A183-90F0C00AD194},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019003.jpg,1,,1019003,EM Prof° Arthur Thire,10.22,1051,10,1019003,Escola Municipal Professor Arthur Thire,{1E4C1613-9F46-4665-A4D3-2E96DF88ADEB},0,5,8,4,0,0,0,0,9,5,1019003
-43.683277024696544,-22.954248103823097,408,011188,1019024,11188,33084793,Escola Municipal Júlio Cesário de Melo,"Estr. de Sepetiba, 2.875  ",150,Sepetiba,10,1,3395-1545,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11188&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{9FCE81D4-CADD-492A-944F-54BE0DC739EF},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019024.jpg,1,,1019024,EM Júlio Cesário de Melo,10.21,1072,10,1019024,Escola Municipal Júlio Cesário de Melo,{BFA97AAE-C12B-4D36-BDF5-F4A22BE55684},0,16,23,11,0,2,0,0,29,16,1019024
-43.691185449204411,-22.923861506360534,409,011173,1019009,11173,33084920,Escola Municipal Prefeito João Carlos Vital,"Rua Ferreira Nobre, 176  ",149,Santa Cruz,10,1,3395-1895,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11173&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{5355B910-B9EE-4C0D-B7E3-2121558BEBDB},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019009.jpg,1,,1019009,EM Pref. João Carlos Vital,10.11,1057,10,1019009,Escola Municipal Prefeito João Carlos Vital,{D500CC95-AB36-4604-B161-5CA82560D2D2},0,2,6,4,0,0,0,0,6,2,1019009
-43.704724950544779,-22.924232521473584,410,011178,1019014,11178,33084610,Escola Municipal Coronel Berthier,"Rua Tenente César, S/Nº - Base A - Santa Cruz",149,Santa Cruz,10,1,3395-1335,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11178&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{EF564039-0B3D-482B-88A5-5BA51BCE0788},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019014.jpg,1,,1019014,EM Cel. Berthier,10.10,1062,10,1019014,Escola Municipal Coronel Berthier,{AEA9A888-B303-4F5A-90B3-E2650E99125E},0,0,4,6,9,0,0,0,13,0,1019014
-43.21854746455481,-22.963912359025915,411,010833,0206014,10833,33065551,Escola Especial Municipal Marly Fróes Peixoto,"Rua Jardim Botânico, 660 - Abbr ",28,Jardim Botânico,02,6,2294-5495,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10833&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{AA814964-0C7D-4B10-B424-F72B91AE7C7D},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0206014.jpg,0,,206014,E.E.M. Marly Fróes Peixoto,2.6,1640,02,0206014,Escola Especial Municipal Marly Fróes Peixoto,{753560EA-0554-402D-AD89-B4BAE018C145},0,0,0,0,0,10,0,0,6,0,0206014
-43.216267486631331,-22.9631507669318,412,010830,0206011,10830,33065810,Escola Municipal Shakespeare,"Rua Jardim Botânico, 563 - Fundos",28,Jardim Botânico,02,1,2294-6149,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10830&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{7FD5C43C-4716-4185-99E2-0299E0943E79},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0206011.jpg,0,,206011,EM Shakespeare,2.6,1638,02,0206011,Escola Municipal Shakespeare,{2BCD8C54-8228-4480-A9CD-257C8526A8B3},0,1,6,3,0,0,0,0,7,1,0206011
-43.258305766946648,-22.880460323193901,413,011491,0312010,11491,33073082,Escola Municipal Pace,"Av. Dom Hélder Câmara, 2.320  ",52,Maria da Graça,03,1,2290-3548,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11491&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{CBB304B0-CFB7-4A21-B41C-007C40C1940F},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0312010.jpg,1,,312010,EM Pace,3.14,23,03,0312010,Escola Municipal Pace,{8AE4F022-A9CA-4C8E-9D2A-9164F1122C5D},1,4,6,0,0,0,0,0,6,5,0312010
-43.27262679293495,-22.849387789786622,416,011281,0410019,11281,33069204,Escola Municipal Coronel Assunção,"Rua Paranapanema, 1.001  ",42,Olaria,04,1,2590-3641,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11281&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{918CFFF5-E4E8-489B-A137-C550B2A07347},0,2,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0410019.jpg,0,,410019,EM Cel. Assunção,4.15,162,04,0410019,Escola Municipal Coronel Assunção,{7FC532A5-A0D0-46DC-8AD1-CC0A19FD81FD},0,4,10,4,0,0,0,0,9,4,0410019
-43.429890947948721,-23.008307111170332,417,011876,0724011,11876,33087962,Escola Municipal Vice Almirante Alvaro Alberto da Motta e Silva,"Av. Adolpho de Vasconcelos, 234  ",128,Barra da Tijuca,07,1,2498-0212,S,Confere,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11876&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{AA46BF2C-7A4A-4E6D-B73E-718D29B66287},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0724011.jpg,0,,724011,EM Vice Almte. Alvaro Alberto da Motta e Silva,7.30,685,07,0724011,Escola Municipal Vice Almirante Alvaro Alberto da Motta e Silva,{C2002452-E3B2-4BBE-9C63-88B445AD3D2A},0,3,9,10,0,2,0,0,15,3,0724011
-43.191780348068065,-22.940257747115609,418,010795,0204007,10795,33064059,Escola Municipal Albert Schweitzer,"Rua General Glicério, 186  ",17,Laranjeiras,02,1,2225-1692,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10795&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{26E75C67-25EA-40CB-9D7C-0099CD260B5A},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0204007.jpg,0,,204007,EM Albert Schweitzer,2.2,1599,02,0204007,Escola Municipal Albert Schweitzer,{9C8B64D0-8C78-4409-B691-7129383CAD4C},0,1,6,7,0,0,0,0,6,1,0204007
-43.272264880502142,-22.818893563634539,424,011326,0411049,11326,33070482,Escola Municipal Cantor e Compositor Gonzaguinha,"Rua Dalva de Oliveira, S/Nº  ",44,Penha Circular,04,1,2584-2523,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11326&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{B802EA49-2F9B-437C-9D43-0E27A02FD6C9},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0411049.jpg,1,,411049,EM Cantor e Compositor Gonzaguinha,4.14,207,04,0411049,Escola Municipal Cantor e Compositor Gonzaguinha,{27256C87-610C-48C4-A16A-88AA46B0BB0B},0,0,6,4,0,0,0,0,5,0,0411049
-43.376799224330568,-22.953202741645665,425,011683,0716072,11683,33076804,Escola Municipal Madre Tereza de Calcutá,"Rua Caungula, 15  ",115,Jacarepagua,07,1,2427-0300,S,O nome correto da escola é Escola Municipal Madre Tereza de Calcutá .,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11683&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{0F5D52F8-0973-47FE-8708-88ABC8C13073},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0716072.jpg,0,,716072,EM Madre Tereza de Calcutá,7.12,640,07,0716072,Escola Municipal Madre Tereza de Calcutá,{929BFDAA-A199-4C4B-9D1C-87904C0348AF},0,2,8,2,0,2,0,0,7,2,0716072
-43.635098227046662,-22.928066754264663,428,011220,1019056,11220,33085030,Escola Municipal Professora Sonia Mota Molisani,"Estr. Santa Eugênia, S/Nº - Pça. 7 de Abril ",148,Paciência,10,1,3314-5581,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11220&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{7CE26608-81FC-4E9B-BC61-9CD8B288F35B},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019056.jpg,1,,1019056,EM Profª Sonia Mota Molisani,10.18,1104,10,1019056,Escola Municipal Professora Sonia Mota Molisani,{0831D09A-513B-49EE-AEA0-D632DD258925},0,6,16,7,0,0,0,0,14,6,1019056
-43.282107776715769,-22.82994576027599,430,011361,0411014,11361,33070628,Escola Municipal João de Deus,"Pça. Almeida Garret, S/Nº  ",44,Penha Circular,04,1,2590-1041,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11361&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{B4D6CE3E-D0BD-49D3-AE13-FD47203F729E},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0411014.jpg,0,,411014,EM João de Deus,4.13,194,04,0411014,Escola Municipal João de Deus,{A8A828FE-993E-47BE-84A8-9D4400AAFE66},0,2,5,3,0,0,0,0,5,2,0411014
-43.279178650031682,-22.828854398161777,432,011360,0411015,11360,33070881,Escola Municipal Suíça,"Pça. Antonio José de Almeida, S/Nº  ",44,Penha Circular,04,1,2260-6507,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11360&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{320E4A43-42C9-47F8-9CE9-4C9CFF693970},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0411015.jpg,0,,411015,EM Suíça,4.14,195,04,0411015,Escola Municipal Suíça,{52B1D1F4-AEF9-4281-B639-C3E471577307},0,3,7,5,0,0,0,0,7,3,0411015
-43.225148327085591,-22.902592651410387,433,011463,0107003,11463,33066345,Escola Municipal Portugal,"Av. do Exército, 175  ",10,São Cristovão,01,1,2589-5956,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11463&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{73AB9AB9-7334-4148-A7F0-F90ABEDE5ABC},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0107003.jpg,0,,107003,EM Portugal,1.4,1558,01,0107003,Escola Municipal Portugal,{FFC1B753-576B-4994-A0AC-DA2FBC6531BC},0,4,7,7,0,0,0,0,10,4,0107003
-43.211090867134011,-22.915447476140212,434,010845,0208001,10845,33063095,Escola Municipal Azevedo Sodré,"Rua Barão de Ubá, 331  ",32,Praça da Bandeira,02,1,2273-2794,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10845&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{62AFFCB8-370E-4447-8C5E-069D12C30CD4},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0208001.jpg,0,,208001,EM Azevedo Sodré,2.15,1660,02,0208001,Escola Municipal Azevedo Sodré,{1427D2A8-03B6-4E56-9265-FCA6BF6C68F5},0,0,8,4,0,0,0,0,8,0,0208001
-43.302346317726197,-22.834662740718695,436,011349,0431003,11349,33070687,Escola Municipal Miguel Gustavo,"Rua Minduri, S/Nº  ",45,Bráz de Pina,04,1,3391-6307,S,Bairro Cordovil,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11349&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{B67E0CB7-B25D-44B0-8745-4DD72A9ED205},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0431003.jpg,0,,431003,EM Miguel Gustavo,4.20,495,04,0431003,Escola Municipal Miguel Gustavo,{FB89729F-CDBA-4379-BACD-0791E1D40574},0,6,9,5,0,3,0,0,12,6,0431003
-43.307089755060453,-22.825988226297,437,011342,0431008,11342,33070741,Escola Municipal Odilon Braga,"Pça. Laguna, S/Nº  ",46,Cordovil,04,1,3391-1702,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11342&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{88D91FAE-ED41-4684-956B-F4B3E11AF210},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0431008.jpg,0,,431008,EM Odilon Braga,4.21,500,04,0431008,Escola Municipal Odilon Braga,{27EBB329-3F4A-47D6-8E40-317C0D83452A},0,0,0,4,7,0,0,0,6,0,0431008
-43.304816145204128,-22.826271720794715,438,011346,0431004,11346,33070393,Escola Municipal Alfredo Gomes,"Rua Ten. Palestrina, 538  ",46,Cordovil,04,1,3137-7566,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11346&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{DCF612BE-E77C-455D-84BE-C2BC6BC17BAB},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0431004.jpg,0,,431004,EM Alfredo Gomes,4.21,496,04,0431004,Escola Municipal Alfredo Gomes,{4763C1D3-AC77-4F12-A2B4-A62DA3B82662},0,0,5,4,0,1,0,0,6,0,0431004
-43.295460752090563,-22.823328321251946,439,011341,0431009,11341,33070849,Escola Municipal Roraima,"Estrada Porto Velho, 50  ",46,Cordovil,04,1,2485-1140,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11341&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{D1F320A8-B9BF-458E-9A5F-0A4781969F93},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0431009.jpg,0,,431009,EM Roraima,4.22,501,04,0431009,Escola Municipal Roraima,{1450BEC4-5060-459A-9F44-24F41E898236},0,0,5,5,6,2,0,0,13,0,0431009
-43.303585704250239,-22.817845854880861,441,011334,0431015,11334,33070652,Escola Municipal Joseph Bloch,"Rua Álvaro de Macedo, 77  ",47,Parada de Lucas,04,1,3391-5080,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11334&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{EBDDE095-5BBC-4413-9179-4B74807C6D8C},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0431015.jpg,0,,431015,EM Joseph Bloch,4.21,507,04,0431015,Escola Municipal Joseph Bloch,{0BB676F4-C0AA-4C11-8088-DAF38039FCAC},0,2,6,4,0,0,0,0,5,2,0431015
-43.294183679685659,-22.818005249543855,442,011340,0431010,11340,33070431,Escola Municipal Armando Fajardo,"Rua Cinco Rios,46 - Cidade Alta",46,Cordovil,04,1,2485-1422,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11340&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{86D4575E-D0E1-4F96-B92E-07DCFA4F66FC},1,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0431010.jpg,0,,431010,EM Armando Fajardo,4.22,502,04,0431010,Escola Municipal Armando Fajardo,{C703DD14-A848-4E23-9613-0984430396FE},0,0,10,6,0,0,0,0,9,0,0431010
-43.292095158277036,-22.815771278230105,443,011336,0431013,11336,33070733,Escola Municipal Montese,"Rua Mar Grande, 315 - Cidade Alta",46,Cordovil,04,1,2485-2200,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11336&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{53B90518-B04A-4E59-8DF2-56EAC2036691},1,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0431013.jpg,0,,431013,EM Montese,4.22,505,04,0431013,Escola Municipal Montese,{62F74AEF-B1A8-498C-8AA2-2AFFEA4EFB75},0,2,6,2,0,0,0,0,10,2,0431013
-43.672493397670507,-22.931881479855861,444,011184,1019020,11184,33085013,Escola Municipal Professora Maria Santiago,"Rua Felipe Cardoso, S/Nº  ",149,Santa Cruz,10,1,3395-5743,S, ,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11184&cmd=load,,1,2012-02-06T14:38:24.000Z,,,2013-01-22T21:15:52.000Z,,0,,,{30CDBADE-FAED-4176-B181-FEEF2F876A57},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019020.jpg,1,,1019020,EM Profª  Mª Santiago,10.13,1068,10,1019020,Escola Municipal Professora Maria Santiago,{6F8C31A8-11A5-4D12-B75C-02A886E58723},0,2,5,3,0,1,0,0,6,2,1019020
